Lok Sabha,Member Name,Gender,Constituency Name,State Name,Party Name
Fourteenth Lok Sabha,Shri Chengara Surendran,Male,Adoor-SC,Kerala,Communist Party of India,Kerala 
Fourteenth Lok Sabha,Shri Bansa Gopal Chowdhury,Male,Asansol,West Bengal,Communist Party of India (Marxist),West Bengal 
Fourteenth Lok Sabha,Shri Mohmmad Ali Ashraf Fatmi,Male,Darbhanga,Bihar,Rashtriya Janata Dal,Bihar 
Fourteenth Lok Sabha,Shri Tufani Saroj,Male,Machhlishahr,Uttar Pradesh,Samajwadi Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Rampal Singh,Male,Vidisha,Madhya Pradesh,Bharatiya Janata Party,Madhya Pradesh 
Fourteenth Lok Sabha,Shri Francisco Sardinha,Male,South Goa,Goa,Indian National Congress,Goa 
Fourteenth Lok Sabha,Shri Arun Subhashchandra Yadav,Male,Khandwa,Madhya Pradesh,Indian National Congress,Madhya Pradesh 
Fourteenth Lok Sabha,Shri Neeraj Shekhar,Male,Ballia,Uttar Pradesh,Samajwadi Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Ranen Barman,Male,Balurghat-SC,West Bengal,Revolutionary Socialist Party,West Bengal 
Fourteenth Lok Sabha,Shri Ramchandra Paswan,Male,Rosera-SC,Bihar,Lok Jan Shakti Party,Bihar 
Fourteenth Lok Sabha,Shri Ram Vilas Paswan,Male,Hajipur-SC,Bihar,Lok Jan Shakti Party,Bihar 
Fourteenth Lok Sabha,Shri Sukdeo Paswan,Male,Araria-SC,Bihar,Bharatiya Janata Party,Bihar 
Fourteenth Lok Sabha,Shri Hari Har Swain,Male,Aska,Orissa,Biju Janata Dal,Orissa 
Fourteenth Lok Sabha,Shri Balashowry Vallabbhaneni,Male,Tenali,Andhra Pradesh,Indian National Congress,Andhra Pradesh 
Fourteenth Lok Sabha,Shri Deepender Singh Hooda,Male,Rohtak,Haryana,Indian National Congress,Haryana 
Fourteenth Lok Sabha,Shri Lalmuni Chaubey,Male,Buxar,Bihar,Bharatiya Janata Party,Bihar 
Fourteenth Lok Sabha,Shri Ale Narendra,Male,Medak,Andhra Pradesh,Telangana Rashtra Samithi,Andhra Pradesh 
Fourteenth Lok Sabha,Smt. Priya Sunil Dutt,Female,Mumbai-North-Central,Maharashtra,Indian National Congress,Maharashtra 
Fourteenth Lok Sabha,Shri Abu Ayes Mondal,Male,Katwa,West Bengal,Communist Party of India (Marxist),West Bengal 
Fourteenth Lok Sabha,Shri Atma Singh Gill,Male,Sirsa-SC,Haryana,Indian National Congress,Haryana 
Fourteenth Lok Sabha,Shri Kishan Lal Diler,Male,Hathras-SC,Uttar Pradesh,Bharatiya Janata Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Ashok Argal,Male,Bhind,Madhya Pradesh,Bharatiya Janata Party,Madhya Pradesh 
Fourteenth Lok Sabha,Thiru Thalikkottai Rajuthevar Baalu,Male,Sriperumbudur,Tamil Nadu,Dravida Munnetra Kazhagam,Tamil Nadu 
Fourteenth Lok Sabha,Shri Suresh Chandel,Male,Hamirpur,Himachal Pradesh,Bharatiya Janata Party,Himachal Pradesh 
Fourteenth Lok Sabha,Shri Daroga Prasad Saroj,Male,Lalganj-SC,Uttar Pradesh,Samajwadi Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri A. Venkatesh Naik,Male,Raichur,Karnataka,Indian National Congress,Karnataka 
Fourteenth Lok Sabha,Shri A.P. Abdullakutty,Male,Cannanore,Kerala,Communist Party of India (Marxist),Kerala 
Fourteenth Lok Sabha,Shri M.H. Ambareesh,Male,Mandya,Karnataka,Indian National Congress,Karnataka 
Fourteenth Lok Sabha,Shri Mohammed Muqueem,Male,Domariaganj,Uttar Pradesh,Bahujan Samaj Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Lonappan Nambadan,Male,Mukundapuram,Kerala,Communist Party of India (Marxist),Kerala 
Fourteenth Lok Sabha,Shri Bharatsinh Madhavsinh Solanki,Male,Anand,Gujarat,Indian National Congress,Gujarat 
Fourteenth Lok Sabha,Shri Nihal Chand Chauhan,Male,Ganganagar-SC,Rajasthan,Bharatiya Janata Party,Rajasthan 
Fourteenth Lok Sabha,Shri Dharmendra,Male,Bikaner,Rajasthan,Bharatiya Janata Party,Rajasthan 
Fourteenth Lok Sabha,Shri K.V. Thangka Balu,Male,Salem,Tamil Nadu,Indian National Congress,Tamil Nadu 
Fourteenth Lok Sabha,Shri Ghuran Ram,Male,Palamau-SC,Jharkhand,Rashtriya Janata Dal,Jharkhand 
Fourteenth Lok Sabha,Shri Pannian Ravindran,Male,Trivandrum,Kerala,Communist Party of India,Kerala 
Fourteenth Lok Sabha,Dr. (Smt.) Jhansi Lakshmi Botcha ,Female,Vizianagaram,Andhra Pradesh,Indian National Congress,Andhra Pradesh 
Fourteenth Lok Sabha,Shri Vasantrao J. More,Male,Erandol,Maharashtra,Nationalist Congress Party,Maharashtra 
Fourteenth Lok Sabha,Shri Jagdish Tytler,Male,Delhi Sadar,Delhi,Indian National Congress,Delhi 
Fourteenth Lok Sabha,Smt. Yashodhara Raje Scindia,Female,Gwalior,Madhya Pradesh,Bharatiya Janata Party,Madhya Pradesh 
Fourteenth Lok Sabha,Shri Girdhari Lal Bhargav,Male,Jaipur,Rajasthan,Bharatiya Janata Party,Rajasthan 
Fourteenth Lok Sabha,Shri Manik Singh,Male,Sidhi-ST,Madhya Pradesh,Indian National Congress,Madhya Pradesh 
Fourteenth Lok Sabha,Shri Prakash B. Jadhao,Male,Ramtek,Maharashtra,Shiv Sena,Maharashtra 
Fourteenth Lok Sabha,Shri Jai Prakash,Male,Mohanlalganj-SC,Uttar Pradesh,Samajwadi Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Vijay Bahuguna,Male,Tehri Garhwal,Uttarakhand,Indian National Congress,Uttarakhand 
Fourteenth Lok Sabha,Prof. Prem Kumar Dhumal,Male,Hamirpur,Himachal Pradesh,Bharatiya Janata Party,Himachal Pradesh 
Fourteenth Lok Sabha,Shri Sriprakash Jaiswal,Male,Kanpur,Uttar Pradesh,Indian National Congress,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Devwrat Singh,Male,Rajnandgaon,Chhattisgarh,Indian National Congress,Chhattisgarh 
Fourteenth Lok Sabha,Smt. Suman Mahato,Female,Jamshedpur,Jharkhand,Jharkhand Mukti Morcha,Jharkhand 
Fourteenth Lok Sabha,Shri E. Ahamed,Male,Malappuram,Kerala,Indian Union Muslim League ,Kerala 
Fourteenth Lok Sabha,Shri Dalpat Singh Paraste,Male,Shahdol-ST,Madhya Pradesh,Bharatiya Janata Party,Madhya Pradesh 
Fourteenth Lok Sabha,Shri Haribhau Madhav Jawale,Male,Raver,Maharashtra,Bharatiya Janata Party,Maharashtra 
Fourteenth Lok Sabha,Shri Shailendra Kumar,Male,Kaushambi,Uttar Pradesh,Samajwadi Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Joachim Baxla,Male,Alipurduar-ST,West Bengal,Revolutionary Socialist Party,West Bengal 
Fourteenth Lok Sabha,Shri Kantilal Bhuria,Male,Ratlam,Madhya Pradesh,Indian National Congress,Madhya Pradesh 
Fourteenth Lok Sabha,Smt. Manorama Madhwaraj,Female,Udupi,Karnataka,Bharatiya Janata Party,Karnataka 
Fourteenth Lok Sabha,Shri Pawan Kumar Bansal,Male,Chandigarh,Chandigarh,Indian National Congress,Chandigarh 
Fourteenth Lok Sabha,Shri Prasanna Acharya,Male,Sambalpur,Orissa,Biju Janata Dal,Orissa 
Fourteenth Lok Sabha,Shri Bhai Lal,Male,Robertsganj-SC,Uttar Pradesh,Bahujan Samaj Party,Uttar Pradesh 
Fourteenth Lok Sabha,Smt. Meena Singh,Female,Arrah,Bihar,Janata Dal (United) ,Bihar 
Fourteenth Lok Sabha,Shri Ashok Kumar Pradhan,Male,Khurja-SC,Uttar Pradesh,Bharatiya Janata Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri K.H. Muniyappa,Male,Kolar,Karnataka,Indian National Congress,Karnataka 
Fourteenth Lok Sabha,Shri Alakesh Das,Male,Nabadwip-SC,West Bengal,Communist Party of India (Marxist),West Bengal 
Fourteenth Lok Sabha,Shri K. Francis George,Male,Idukki,Kerala,Kerala Congress,Kerala 
Fourteenth Lok Sabha,Shri Omar Abdullah,Male,Srinagar,Jammu and Kashmir,Jammu and Kashmir National Conference,Jammu and Kashmir 
Fourteenth Lok Sabha,Shri Vijayendra Pal Singh,Male,Bhilwara,Rajasthan,Bharatiya Janata Party,Rajasthan 
Fourteenth Lok Sabha,Shri Devarakonda Vittal Rao,Male,Mahabubnagar,Andhra Pradesh,Indian National Congress,Andhra Pradesh 
Fourteenth Lok Sabha,Shri Ananta Nayak,Male,Keonjhar,Orissa,Bharatiya Janata Party,Orissa 
Fourteenth Lok Sabha,Shri Raj Babbar,Male,Firozabad,Uttar Pradesh,Indian National Congress,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Yogi Adityanath,Male,Gorakhpur,Uttar Pradesh,Bharatiya Janata Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Vanlalzawma,Male,Mizoram-ST,Mizoram,Mizo National Front,Mizoram 
Fourteenth Lok Sabha,Shri Kamla Prasad Rawat,Male,Barabanki-SC,Uttar Pradesh,Bahujan Samaj Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Bhal Chandra Yadav,Male,Khalilabad,Uttar Pradesh,Bahujan Samaj Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Gingee N Ramachandran,Male,Vandavasi,Tamil Nadu,Marumalarchi Dravida Munnetra Kazhagam,Tamil Nadu 
Fourteenth Lok Sabha,Shri Dahya Bhai V. Patel,Male,Daman and Diu,Daman and Diu ,Indian National Congress,Daman and Diu 
Fourteenth Lok Sabha,Shri Kishanbhai Vestabhai Patel,Male,Valsad,Gujarat,Indian National Congress,Gujarat 
Fourteenth Lok Sabha,Shri Abu Hasem Khan Choudhury,Male,Maldaha Dakshin,West Bengal,Indian National Congress,West Bengal 
Fourteenth Lok Sabha,Shri Atal Bihari Vajpayee,Male,Lucknow,Uttar Pradesh,Bharatiya Janata Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Anandrao Adsul,Male,Amravati,Maharashtra,Shiv Sena,Maharashtra 
Fourteenth Lok Sabha,Shri Rupchand Murmu,Male,Jhargram-ST,West Bengal,Communist Party of India (Marxist),West Bengal 
Fourteenth Lok Sabha,Shri Anil Shukla Warsi,Male,Bilhaur,Uttar Pradesh,Bahujan Samaj Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Mahboob Zahedi,Male,Katwa,West Bengal,Communist Party of India (Marxist),West Bengal 
Fourteenth Lok Sabha,Shri Raja Ram Pal,Male,Akbarpur,Uttar Pradesh,Indian National Congress,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Vilas Baburao Muttemwar,Male,Nagpur,Maharashtra,Indian National Congress,Maharashtra 
Fourteenth Lok Sabha,Shri Babu Lal Marandi,Male,Kodarma,Jharkhand,Jharkhand Vikas Morcha (Prajatantrik),Jharkhand 
Fourteenth Lok Sabha,Kumari . Mayawati,Female,Akbarpur,Uttar Pradesh,Bahujan Samaj Party,Uttar Pradesh 
Fourteenth Lok Sabha,Dr. C. Krishnan,Male,Pollachi-SC,Tamil Nadu,Marumalarchi Dravida Munnetra Kazhagam,Tamil Nadu 
Fourteenth Lok Sabha,Shri Bhismshankar Alias Kushal Tiwari ,Male,Sant Kabir Nagar,Uttar Pradesh,Bahujan Samaj Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Shripad Yesso Naik,Male,North Goa,Goa,Bharatiya Janata Party,Goa 
Fourteenth Lok Sabha,Shri Shankhlal Majhi,Male,Akbarpur-SC,Uttar Pradesh,Samajwadi Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Mansukhbhai D. Vasava,Male,Bharuch,Gujarat,Bharatiya Janata Party,Gujarat 
Fourteenth Lok Sabha,Shri Abdul Mannan Hossain,Male,Murshidabad,West Bengal,Indian National Congress,West Bengal 
Fourteenth Lok Sabha,Shri Mohan Ponnuswamy,Male,Madurai,Tamil Nadu,Communist Party of India (Marxist),Tamil Nadu 
Fourteenth Lok Sabha,Shri Errabelli Dayakar Rao,NA,Warangal,Andhra Pradesh,Telugu Desam Party,Andhra Pradesh 
Fourteenth Lok Sabha,Shri Mulayam Singh Yadav,Male,Mainpuri,Uttar Pradesh,Samajwadi Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Paty Ripple Kyndiah,Male,Shillong,Meghalaya,Indian National Congress,Meghalaya 
Fourteenth Lok Sabha,Shri H.D. Devegowda,Male,Hassan,Karnataka,Janata Dal (Secular),Karnataka 
Fourteenth Lok Sabha,Shri Jual Oram,Male,Sundargarh-ST,Orissa,Bharatiya Janata Party,Orissa 
Fourteenth Lok Sabha,Shri Narahari Mahato,Male,Purulia,West Bengal,All India Forward Bloc,West Bengal 
Fourteenth Lok Sabha,Shri E. Ponnuswamy,Male,Chidambaram-SC,Tamil Nadu,Pattali Makkal Katchi,Tamil Nadu 
Fourteenth Lok Sabha,Smt. Kanti Singh,Female,Arrah,Bihar,Rashtriya Janata Dal,Bihar 
Fourteenth Lok Sabha,Shri Ramdas Athawale,Male,Pandharpur-SC,Maharashtra,Republican Party of India(A),Maharashtra 
Fourteenth Lok Sabha,Shri Dip Gogoi,Male,Kaliabor,Assam,Indian National Congress,Assam 
Fourteenth Lok Sabha,Prof. S.P. Singh Baghel,Male,Jalesar,Uttar Pradesh,Samajwadi Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Laxman Rao Pandurang Patil,Male,Satara,Maharashtra,Nationalist Congress Party,Maharashtra 
Fourteenth Lok Sabha,Shri Shriniwas Dadasaheb Patil,Male,Karad,Maharashtra,Nationalist Congress Party,Maharashtra 
Fourteenth Lok Sabha,Shri Sohan Potai,Male,Kanker,Chhattisgarh,Bharatiya Janata Party,Chhattisgarh 
Fourteenth Lok Sabha,Shri Dawa Narbula,Male,Darjeeling,West Bengal,Indian National Congress,West Bengal 
Fourteenth Lok Sabha,Shri P. Rajendran,Male,Quilon,Kerala,Communist Party of India (Marxist),Kerala 
Fourteenth Lok Sabha,Shri A. Ravichandran Sippiparai,Male,Sivakasi,Tamil Nadu,Marumalarchi Dravida Munnetra Kazhagam,Tamil Nadu 
Fourteenth Lok Sabha,Shri Hemant Khandelwal,Male,Betul,Madhya Pradesh,Bharatiya Janata Party,Madhya Pradesh 
Fourteenth Lok Sabha,Shri Anurag Singh Thakur,Male,Hamirpur,Himachal Pradesh,Bharatiya Janata Party,Himachal Pradesh 
Fourteenth Lok Sabha,Shri Rajendrasinh (Raju Rana) Rana ,Male,Bhavnagar,Gujarat,Bharatiya Janata Party,Gujarat 
Fourteenth Lok Sabha,Shri Mohan Rawale,Male,Mumbai-South-Central ,Maharashtra,Shiv Sena,Maharashtra 
Fourteenth Lok Sabha,Dr. Rajesh Kumar Mishra,Male,Varanasi,Uttar Pradesh,Indian National Congress,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Nitish Kumar,Male,Nalanda,Bihar,Janata Dal (United) ,Bihar 
Fourteenth Lok Sabha,Shri Nedurumalli Janardhana Reddy,Male,Visakhapatnam,Andhra Pradesh,Indian National Congress,Andhra Pradesh 
Fourteenth Lok Sabha," Lt. Gen. (Retd.), TPS Rawat, PVSM, VSM",Male,Garhwal,Uttarakhand,Bharatiya Janata Party,Uttarakhand 
Fourteenth Lok Sabha,Shri Jaipal Sudini Reddy,Male,Chelvella,Andhra Pradesh,Indian National Congress,Andhra Pradesh 
Fourteenth Lok Sabha,Shri Sis Ram Ola,Male,Jhunjhunu,Rajasthan,Indian National Congress,Rajasthan 
Fourteenth Lok Sabha,Shri A.F. Golam Osmani,Male,Barpeta,Assam,Indian National Congress,Assam 
Fourteenth Lok Sabha,Shri Rupchand Pal,Male,Hooghly,West Bengal,Communist Party of India (Marxist),West Bengal 
Fourteenth Lok Sabha,Shri S.S. Palanimanickam,Male,Thanjavur,Tamil Nadu,Dravida Munnetra Kazhagam,Tamil Nadu 
Fourteenth Lok Sabha,Dr. Laxminarayan Pandey,Male,Mandsour,Madhya Pradesh,Bharatiya Janata Party,Madhya Pradesh 
Fourteenth Lok Sabha,Shri Dinsha J. Patel,Male,Kheda,Gujarat,Indian National Congress,Gujarat 
Fourteenth Lok Sabha,Shri Prakash Vishwanath Paranjpe,Male,Thane,Maharashtra,Shiv Sena,Maharashtra 
Fourteenth Lok Sabha,Shri Harin Pathak,Male,Ahmedabad East,Gujarat,Bharatiya Janata Party,Gujarat 
Fourteenth Lok Sabha,Shri Sukhdev Singh Libra,Male,Fatehgarh Sahib,Punjab,Indian National Congress,Punjab 
Fourteenth Lok Sabha,Shri Anna Saheb M.K. Patil,Male,Erandol,Maharashtra,Bharatiya Janata Party,Maharashtra 
Fourteenth Lok Sabha,Shri Balasaheb Vikhe Patil,Male,Kopargaon,Maharashtra,Indian National Congress,Maharashtra 
Fourteenth Lok Sabha,Shri Kashi Ram Rana,Male,Surat,Gujarat,Bharatiya Janata Party,Gujarat 
Fourteenth Lok Sabha,Shri Jaisingrao Gaikwad Patil,Male,Beed,Maharashtra,Nationalist Congress Party,Maharashtra 
Fourteenth Lok Sabha,Shri Pratik Prakashbapu Patil,Male,Sangli,Maharashtra,Indian National Congress,Maharashtra 
Fourteenth Lok Sabha,Shri Akbar Ahmad Dumpy,Male,Azamgarh,Uttar Pradesh,Bahujan Samaj Party,Uttar Pradesh 
Fourteenth Lok Sabha,Dr. Sebastian Paul,Male,Ernakulam,Kerala,Independent,Kerala 
Fourteenth Lok Sabha,Shri Ananth Kumar,Male,Bangalore South,Karnataka,Bharatiya Janata Party,Karnataka 
Fourteenth Lok Sabha,Shri Prakash V. Patil,Male,Sangli,Maharashtra,Indian National Congress,Maharashtra 
Fourteenth Lok Sabha,Shri Ramchandra Veerappa,Male,Bidar-SC,Karnataka,Bharatiya Janata Party,Karnataka 
Fourteenth Lok Sabha,Shri S. Bangarappa,Male,Shimoga,Karnataka,Samajwadi Party,Karnataka 
Fourteenth Lok Sabha,Shri Y.S. Vivekananda Reddy,Male,Cuddapah,Andhra Pradesh,Indian National Congress,Andhra Pradesh 
Fourteenth Lok Sabha,Shri Allola Indrakaran Reddy,Male,Adilabad,Andhra Pradesh,Indian National Congress,Andhra Pradesh 
Fourteenth Lok Sabha,Shri Sharad Chandra Govindrao Pawar,Male,Madha,Maharashtra,Nationalist Congress Party,Maharashtra 
Fourteenth Lok Sabha,Smt. Preneet Kaur,Female,Patiala,Punjab,Indian National Congress,Punjab 
Fourteenth Lok Sabha,Shri Varkala Radhakrishnan,Male,Chirayinkil,Kerala,Communist Party of India (Marxist),Kerala 
Fourteenth Lok Sabha,Shri Andimuthu Raja,Male,Nilgiris,Tamil Nadu,Dravida Munnetra Kazhagam,Tamil Nadu 
Fourteenth Lok Sabha,Dr. Kunwar Devendra Singh Yadav,Male,Etah,Uttar Pradesh,Samajwadi Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Suresh Prabhakar Prabhu,Male,Rajapur,Maharashtra,Shiv Sena,Maharashtra 
Fourteenth Lok Sabha,Shri Bachi Singh Rawat,Male,Almora,Uttarakhand,Bharatiya Janata Party,Uttarakhand 
Fourteenth Lok Sabha,Shri Baju Ban Riyan,Male,Tripura East,Tripura,Communist Party of India (Marxist),Tripura 
Fourteenth Lok Sabha,Dr. (Prof.) Prasanna Kumar Patasani,Male,Bhubaneswar,Odisha,Biju Janata Dal,Odisha 
Fourteenth Lok Sabha,Shri Tarachand Sahu,Male,Durg,Chhattisgarh,Bharatiya Janata Party,Chhattisgarh 
Fourteenth Lok Sabha,Shri Vishnu Deo Sai,Male,Raigarh,Chhattisgarh,Bharatiya Janata Party,Chhattisgarh 
Fourteenth Lok Sabha,Prof. Rasa Singh Rawat,Male,Ajmer,Rajasthan,Bharatiya Janata Party,Rajasthan 
Fourteenth Lok Sabha,Shri Shivraj Singh Chouhan,Male,Vidisha,Madhya Pradesh,Bharatiya Janata Party,Madhya Pradesh 
Fourteenth Lok Sabha,Lt. Col.(Retd) Maharaja Manabendra Shah,Male,Tehri Garhwal,Uttarakhand,Bharatiya Janata Party,Uttarakhand 
Fourteenth Lok Sabha,Shri Nikhilananda Sar,Male,Burdwan,West Bengal,Communist Party of India (Marxist),West Bengal 
Fourteenth Lok Sabha,Smt. Usha Verma,Female,Hardoi,Uttar Pradesh,Samajwadi Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Kishan Singh Sangwan,Male,Sonepat,Haryana,Bharatiya Janata Party,Haryana 
Fourteenth Lok Sabha,Shri Iqbal Ahmed Saradgi,Male,Gulbarga,Karnataka,Indian National Congress,Karnataka 
Fourteenth Lok Sabha,Shri Purno Agitok Sangma,Male,Tura,Meghalaya,Nationalist Congress Party,Meghalaya 
Fourteenth Lok Sabha,Shri Saleem Iqbal Shervani,Male,Budaun,Uttar Pradesh,Samajwadi Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Jyotiraditya Madhavrao Scindia,Male,Guna,Madhya Pradesh,Indian National Congress,Madhya Pradesh 
Fourteenth Lok Sabha,Smt. Minati Sen,Female,Jalpaiguri,West Bengal,Communist Party of India (Marxist),West Bengal 
Fourteenth Lok Sabha,Shri Abdul Rashid Shaheen,Male,Baramullah,Jammu and Kashmir,Jammu and Kashmir National Conference,Jammu and Kashmir 
Fourteenth Lok Sabha,Shri Raghuraj Singh Shakya,Male,Etawah,Uttar Pradesh,Samajwadi Party,Uttar Pradesh 
Fourteenth Lok Sabha,Dr. (Col.) Dhani Ram Shandil,Male,Shimla-SC,Himachal Pradesh,Indian National Congress,Himachal Pradesh 
Fourteenth Lok Sabha,Shri Lakshman Chandra Seth,Male,Tamluk,West Bengal,Communist Party of India (Marxist),West Bengal 
Fourteenth Lok Sabha,Dr. Mohammed Shahabuddin,Male,Siwan,Bihar,Rashtriya Janata Dal,Bihar 
Fourteenth Lok Sabha,Shri Ajit Singh,Male,Baghpat,Uttar Pradesh,Rashtriya Lok Dal,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Arjun Charan Sethi,Male,Bhadrak,Odisha,Biju Janata Dal,Odisha 
Fourteenth Lok Sabha,Shri Chandra Bhushan Singh,Male,Farrukhabad,Uttar Pradesh,Samajwadi Party,Uttar Pradesh 
Fourteenth Lok Sabha,Baba Saheb Chandra Pratap Singh,Male,Sidhi-ST,Madhya Pradesh,Bharatiya Janata Party,Madhya Pradesh 
Fourteenth Lok Sabha,Shri Brijbhushan Sharan Singh,Male,Kaiserganj,Uttar Pradesh,Samajwadi Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Furkan Ansari,Male,Godda,Jharkhand,Indian National Congress,Jharkhand 
Fourteenth Lok Sabha,Shri Shankersinh Vaghela,Male,Kapadvanj,Gujarat,Indian National Congress,Gujarat 
Fourteenth Lok Sabha,Shri Anil Basu,Male,Arambagh,West Bengal,Communist Party of India (Marxist),West Bengal 
Fourteenth Lok Sabha,Prof. Vijay Kumar Malhotra,Male,South Delhi,Delhi,Bharatiya Janata Party,Delhi 
Fourteenth Lok Sabha,Shri Uday Singh,Male,Purnia,Bihar,Bharatiya Janata Party,Bihar 
Fourteenth Lok Sabha,Kum. Mamata Banerjee,Female,Kolkata Dakshin,West Bengal,All India Trinamool Congress,West Bengal 
Fourteenth Lok Sabha,Shri Avtar Singh Bhadana,Male,Faridabad,Haryana,Indian National Congress,Haryana 
Fourteenth Lok Sabha,Shri Jaswant Singh Bishnoi,Male,Jodhpur,Rajasthan,Bharatiya Janata Party,Rajasthan 
Fourteenth Lok Sabha,Shri George Fernandes,Male,Muzaffarpur,Bihar,Janata Dal (United) ,Bihar 
Fourteenth Lok Sabha,Smt. Sumitra Mahajan,Female,Indore,Madhya Pradesh,Bharatiya Janata Party,Madhya Pradesh 
Fourteenth Lok Sabha,Shri Kinjarapu Yerrannaidu,Male,Srikakulam,Andhra Pradesh,Telugu Desam Party,Andhra Pradesh 
Fourteenth Lok Sabha,Dr. Babu Rao Mediyam,Male,Bhadrachalam-ST,Andhra Pradesh,Communist Party of India (Marxist),Andhra Pradesh 
Fourteenth Lok Sabha,Shri Ramakant Yadav,Male,Azamgarh,Uttar Pradesh,Bharatiya Janata Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Francis Fanthome,Male,Nominated Anglo-Indian,Delhi,Indian National Congress,Delhi 
Fourteenth Lok Sabha,Shri Akhilesh Yadav,Male,Kannauj,Uttar Pradesh,Samajwadi Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Devendra Prasad Yadav,Male,Jhanjharpur,Bihar,Rashtriya Janata Dal,Bihar 
Fourteenth Lok Sabha,Shri Palaniappan Chidambaram,Male,Sivaganga,Tamil Nadu,Indian National Congress,Tamil Nadu 
Fourteenth Lok Sabha,Shri Taslimuddin,Male,Kishanganj,Bihar,Rashtriya Janata Dal,Bihar 
Fourteenth Lok Sabha,Shri Swadesh Chakrabortty,Male,Howrah,West Bengal,Communist Party of India (Marxist),West Bengal 
Fourteenth Lok Sabha,Shri Ramswaroop Prasad,Male,Nalanda,Bihar,Janata Dal (United) ,Bihar 
Fourteenth Lok Sabha,Dr. Vallabhbhai Kathiria,Male,Rajkot,Gujarat,Bharatiya Janata Party,Gujarat 
Fourteenth Lok Sabha,Shri Nand Kumar Singh Chauhan,Male,Khandwa,Madhya Pradesh,Bharatiya Janata Party,Madhya Pradesh 
Fourteenth Lok Sabha,Shri Somnath Chatterjee,Male,Bolpur,West Bengal,-,West Bengal 
Fourteenth Lok Sabha,Shri Bikram Keshari Deo,Male,Kalahandi,Orissa,Bharatiya Janata Party,Orissa 
Fourteenth Lok Sabha,Dr. Ram Chandra Dome,Male,Bolpur,West Bengal,Communist Party of India (Marxist),West Bengal 
Fourteenth Lok Sabha,Shri Pushpdan Shambhudan Gadhavi,Male,Kutch,Gujarat,Bharatiya Janata Party,Gujarat 
Fourteenth Lok Sabha,Shri Sontosh Mohan Dev,Male,Silchar,Assam,Indian National Congress,Assam 
Fourteenth Lok Sabha,Shri Rajen Gohain,Male,Nawgong,Assam,Bharatiya Janata Party,Assam 
Fourteenth Lok Sabha,Shri A. Krishnaswamy,Male,Sriperumbudur-SC,Tamil Nadu,Dravida Munnetra Kazhagam,Tamil Nadu 
Fourteenth Lok Sabha,Shri Anantrao Gudhe,Male,Amravati,Maharashtra,Shiv Sena,Maharashtra 
Fourteenth Lok Sabha,Shri Ajay Chakraborty,Male,Basirhat,West Bengal,Communist Party of India,West Bengal 
Fourteenth Lok Sabha,Shri Chandra Shekhar,Male,Ballia,Uttar Pradesh,Samajwadi Janata Party (Rashtriya),Uttar Pradesh 
Fourteenth Lok Sabha,Shri Sunil Dutt,Male,Mumbai-North-West ,Maharashtra,Indian National Congress,Maharashtra 
Fourteenth Lok Sabha,Shri Santosh Kumar Gangwar,Male,Bareilly,Uttar Pradesh,Bharatiya Janata Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Pusp Jain,Male,Pali,Rajasthan,Bharatiya Janata Party,Rajasthan 
Fourteenth Lok Sabha,Shri Ramesh Chandappa Jigajinagi,Male,Bijapur,Karnataka,Bharatiya Janata Party,Karnataka 
Fourteenth Lok Sabha,Dr. M. Jagannath,Male,Nagarkurnool,Andhra Pradesh,Indian National Congress,Andhra Pradesh 
Fourteenth Lok Sabha,Shri Faggan Singh Kulaste,Male,Mandla-ST,Madhya Pradesh,Bharatiya Janata Party,Madhya Pradesh 
